id;source;title;year;question;code
358;Geographical Journal 178(4), pp. 366-382;Scale in the effect of accessibility on population change: GIS and a statistical approach to road, air and rail accessibility in Finland, 1990-2008;2012;What is the effect of scale when analysing accessibility and its effects on population change;2oo4aooo
359;Geographical Journal 178(4), pp. 366-382;Scale in the effect of accessibility on population change: GIS and a statistical approach to road, air and rail accessibility in Finland, 1990-2008;2012;Are population change related to transport accessibility in Finland, 1990-2008;oaao
360;Geographical Journal 178(4), pp. 366-382;Scale in the effect of accessibility on population change: GIS and a statistical approach to road, air and rail accessibility in Finland, 1990-2008;2012;Which scales have good predictive ability when modelling transport accessibility and its effects on population change in Finland, 1990-2008;3oao4aooooao
361;Geo-Spatial Information Science 15(4), pp. 263-269;Analyzing the spatial autocorrelation of regional urban datum land price;2012;What is the spatial autocorrelation of urban land prices from a regional perspective in Hubei province, China;2oqtoono
362;Geo-Spatial Information Science 15(4), pp. 263-269;Analyzing the spatial autocorrelation of regional urban datum land price;2012;What is the spatial distribution of urban land prices from a regional perspective in Hubei province, China;2oqtoono
363;Geo-Spatial Information Science 15(4), pp. 263-269;Analyzing the spatial autocorrelation of regional urban datum land price;2012;What are the most influential factors to urban land price in Hubei province, China;2oqtono
364;Social Science and Medicine 75(12), pp. 2307-2316;Neighborhood characteristics and depressive symptoms of older people: Local spatial analyses;2012;What are the patterns of clustering in depressive symptoms of community-dwelling older people in New Jersey from 2006 to 2008;2oaoon
365;Social Science and Medicine 75(12), pp. 2307-2316;Neighborhood characteristics and depressive symptoms of older people: Local spatial analyses;2012;What are the relationships between the level of depressive symptoms and poverty, residential stability and crime in New Jersey from 2006 to 2008;2oooqtoon
366;Review of European Studies 4(5), pp. 148-156;Space-time clusters of crime in Stockholm, Sweden;2012;To what extent is there geographical clustering of criminal offences over time in Stockholm, Sweden;2oooorn
367;Review of European Studies 4(5), pp. 148-156;Space-time clusters of crime in Stockholm, Sweden;2012;Are there geographical clusterings of criminal offences over time in Stockholm, Sweden;ooorn
368;Review of European Studies 4(5), pp. 148-156;Space-time clusters of crime in Stockholm, Sweden;2012;What are the differences of spatial patterns of concentration for violence (assault and threat) and property crimes (theft, robbery and burglary) over time and space in Stockholm, Sweden;2ooooootosoooorn
369;2012 2nd International Conference on Remote Sensing, Environment and Transportation Engineering, RSETE 2012 - Proceedings 6260732;Spatial-temporal pattern analysis of land use change in dehua county of China from RS images;2012;What are the temporal and spatial characteristics of land use change in Fujian Province, 1989-2006;2otoono
370;Journal of Transport Geography 24, pp. 206-214;Identifying clusters and risk factors of injuries in pedestrian-vehicle crashes in a GIS environment;2012;Where are clusters of injured pedestrians and how are they influenced by personal and environmental factors in Georgia, 2000-2007;1oo5aoo
371;Journal of Transport Geography 24, pp. 206-214;Identifying clusters and risk factors of injuries in pedestrian-vehicle crashes in a GIS environment;2012;Where are clusters of injured pedestrians in Georgia, 2000-2007;1ooo
372;Journal of Transport Geography 24, pp. 206-214;Identifying clusters and risk factors of injuries in pedestrian-vehicle crashes in a GIS environment;2012;How are injured pedestrians influenced by personal and environmental factors in Georgia, 2000-2007;5oaoo
373;Computers, Environment and Urban Systems 36(4), pp. 350-358;Problems of spatial linkage of a geo-referenced Demographic and Health Survey (DHS) dataset to a population census: A case study of Egypt;2012;How accurate is the use of GPS-referenced Demographic and Health Survey (DHS) data in combination with census datain population censusin Egypt;5oooooorooon
374;OpenAccess Series in Informatics 19, pp. 64-72;Modeling and visualizing urban sprawl and carbon footprints in Phoenix metropolitan area;2011;How to measure and monitor urban sprawl and carbon footprint in Phoenix metropolitan area;5aaooorqt
375;GeoJournal 76(5), pp. 447-467;Using spatial statistics to identify and characterise ethnoburbs: Establishing a methodology using the example of Auckland, New Zealand;2011;How can ethnoburbs be identified and characterized in Auckland, New Zealand;5on
376;GeoJournal 76(5), pp. 447-467;Using spatial statistics to identify and characterise ethnoburbs: Establishing a methodology using the example of Auckland, New Zealand;2011;Where are Chinese, Indian, Korean, Filipino, Japanese and Cambodian clusters in Auckland from 1991 to 2006;1oosoooo
377;GeoJournal 76(5), pp. 525-538;Assessing the use of global land cover data for guiding large area population distribution modelling;2011;Which large area land cover dataset that, combined with detailed settlement extents, produces the most accurate population distribution data in Kenya;3qttoooqtoaooorn
378;GeoJournal 76(5), pp. 525-538;Assessing the use of global land cover data for guiding large area population distribution modelling;2011;What are the methods for modeling population;2ooo
379;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980705;GIS-based spatial analysis of population density patterns in China 1953-2000;2011;How to analyze the population density patterns by various spatial analysis methods in China, 1953-2000;5aoooooo
380;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980705;GIS-based spatial analysis of population density patterns in China 1953-2000;2011;What are the possible influencing factors for population change in China from 1953 to 2000;2oooo
381;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980705;GIS-based spatial analysis of population density patterns in China 1953-2000;2011;What are the characteristics of population distribution in China in 2000;2oooo
382;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980705;GIS-based spatial analysis of population density patterns in China 1953-2000;2011;Where are the high population growth regions in China from 1953 to 2000;1ooto
383;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980854;Integrating location quotient, local Moran's I and geographic linkage for spatial patterning of industries in Shanghai, China;2011;What is the spatial pattern of various industries in Shanghai from spatial statistical perspectives;2oooo
384;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980854;Integrating location quotient, local Moran's I and geographic linkage for spatial patterning of industries in Shanghai, China;2011;What are the spatial relationships of establishments in different districts and industries in Shanghai;2oorqtoo
385;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980854;Integrating location quotient, local Moran's I and geographic linkage for spatial patterning of industries in Shanghai, China;2011;What industries are concentrated in the suburbs of Shanghai;2orto
386;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980757;A dynamic spatial model for demographic planning;2011;How to develop a dynamic spatial model which can be used for demographic planning in Leeds;5ao3aoo
387;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980757;A dynamic spatial model for demographic planning;2011;What are the changes in spatial characteristics of the population in Leeds from 2010 to 2030;2oooo
388;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980757;A dynamic spatial model for demographic planning;2011;What are the moving trends of students in Leeds from 2010 to 2030;2aooo
389;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980757;A dynamic spatial model for demographic planning;2011;What are the mortality distribution in Leeds in 2030;2ooo
390;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980720;Spatio-temporal analysis of urban built-up area extension in Yantai City based on multi-source remote sensing images;2011;What are the land use changes in the built-up area in Yantai, China, from 1992-2004;2toorqtoo
391;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5980720;Spatio-temporal analysis of urban built-up area extension in Yantai City based on multi-source remote sensing images;2011;How much area do the built-up regions in Yantai extend from 1992 to 2004;5qtqtrna
392;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 59801000;Analyzing spatio-temporal distribution of crime hot-spots and their related factors in Shanghai, China;2011;Where are the monthly hotspots of thefts and robberies in Shanghai in 2009;1oooo
393;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 59801000;Analyzing spatio-temporal distribution of crime hot-spots and their related factors in Shanghai, China;2011;What are the spatial-temporal variations of hotspots for thefts and robberies in Shanghai in 2009;2ooooo
394;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5981144;Spatial correlation of nocturnal light with social-economic factors at different scales of urban areas Case study of Beijing;2011;What are the impacts of different social-economic factors on night light at different scales of urban areas in Beijing;2ooooorqto
395;Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011 5981029;Modeling conversion of rural-urban land use based on cellular automa and genetic algorithm;2011;What is the conversion pattern of rural-urban land use in Nanjing, China from 2000 to 2004;2ooqtoo
396;Journal of Economic Geography 10(3), pp. 423-451;The geography of buzz: Art, culture and the social milieu in Los Angeles and New York;2010;What are the geographical patterns in the cultural industries in Los Angeles and New York City;2oonn
397;Procedia Environmental Sciences 2, pp. 32-41;Methodology for identifying urban growth potential using land use and population data: A case study of Islamabad Zone IV;2010;How to identify urban growth potential in the area Islamabad Zone IV of Islamabad, Pakistan;5aoortntorn
398;Procedia Environmental Sciences 2, pp. 32-41;Methodology for identifying urban growth potential using land use and population data: A case study of Islamabad Zone IV;2010;What is the urban growth potential in the area Islamabad Zone IV of Islamabad, Pakistan;2ootntorn
399;Journal of Maps 6, pp. 330-345;Rectangular hierarchical cartograms for socio-economic data;2010;How to map socio-economic data (e.g. distribution of population) in UK;5ooaooo
400;Procedia Environmental Sciences 2, pp. 175-184;Analysis on land-use change and its demographic factors in the original-stream watershed of tarim river based on GIS and statistic;2010;What are the interactions between population growth and changes in water and land resources in Original-stream Zone of the Tarim River from 1994 to 2005;2oooootorqtrnt
401;Procedia Environmental Sciences 2, pp. 175-184;Analysis on land-use change and its demographic factors in the original-stream watershed of tarim river based on GIS and statistic;2010;What are the water and land use changes in Original-stream Zone of the Tarim River from 1994 to 2005;2otoorqtrnt
402;3rd International Conference on Next Generation Infrastructure Systems for Eco-Cities, INFRA 2010 - Conference Proceedings 5679210;Identifying and measuring dimensions of urban deprivation in delhi: A town level analysis;2010;How to identify and measure the spatial structure and intensity of urban deprivation in Delhi;5aaooorn
403;3rd International Conference on Next Generation Infrastructure Systems for Eco-Cities, INFRA 2010 - Conference Proceedings 5679210;Identifying and measuring dimensions of urban deprivation in delhi: A town level analysis;2010;What factors are contributed to the analysis of urban deprivation in Delhi;2ooorn
404;Spatial and Spatio-temporal Epidemiology 1(4), pp. 219-229;How do multiple testing correction and spatial autocorrelation affect areal boundary analysis?;2010;What is the spatial distribution of cervix cancer mortality rates for 118 counties of four states in the Western USA over 1970-1994;2ooooortno
405;Procedia Environmental Sciences 2, pp. 1050-1062;Study on risk zoning technology of major environmental risk sources in Urban scale and its application in Shanghai, China;2010;What is the quantitative risk zoning map of all districts in Shanghai;2ooorto
406;Procedia Environmental Sciences 2, pp. 1050-1062;Study on risk zoning technology of major environmental risk sources in Urban scale and its application in Shanghai, China;2010;Where are the riskiest areas in Shanghai;1qto
407;Procedia Environmental Sciences 2, pp. 1050-1062;Study on risk zoning technology of major environmental risk sources in Urban scale and its application in Shanghai, China;2010;Where are the major hazardous enterprises in Shanghai;1oo
408;Journal of Urban Health 87(6), pp. 969-993;Built environment influences on healthy transportation choices: Bicycling versus driving;2010;What are the effects of the built environment (e.g. physical environment, land use patterns, the road network, and bicycle-specific facilities) on transportation choices (bicycling or driving) in Metro Vancouver, Canada;2oraooqtootoooooon
409;GeoJournal 75(6), pp. 595-608;Transboundary air pollution and environmental justice: Vancouver and Seattle compared;2010;What is the association between urban neighborhood socioeconomic markers and ambient air pollution in Vancouver and Seattle;2orqtoooon
410;GeoJournal 75(6), pp. 595-608;Transboundary air pollution and environmental justice: Vancouver and Seattle compared;2010;Where are the areas with a high concentration of NO2 in Vancouver and Seattle;1tooon
411;Spatial and Spatio-temporal Epidemiology 1(4), pp. 239-249;Racial residential segregation impacts on low birth weight using improved neighborhood boundary definitions;2010;What is the impact of racial residential segregation on low birth weight in the Detroit area using optimized neighborhood boundary definitions;2oqtooorntaqtoo
412;Spatial and Spatio-temporal Epidemiology 1(4), pp. 239-250;Racial residential segregation impacts on low birth weight using improved neighborhood boundary definitions;2010;What is the impact of racial residential segregation on low birth weight in the Detroit area;2oqtooornt
413;Spatial and Spatio-temporal Epidemiology 1(4), pp. 239-251;Racial residential segregation impacts on low birth weight using improved neighborhood boundary definitions;2010;What is the exposure for maternal to racial isolation and racial clusters in the Detroit Metropolitan Area;2oroornqt
414;Scenario;Place suitability analysis;2019;How suitable is a position for building a windmill in Amsterdam;5onorn
415;Scenario;Place suitability analysis;2019;How suitable is a position for building a charging station in Utrecht;5onotrn
416;Scenario;Place suitability analysis;2019;How suitable is an area for expanding A27 road in Utrecht;5taqtrn
417;Scenario;Place suitability analysis;2019;What areas do have high water levels near A27 road in Utrecht;2taoorqtrn
418;Scenario;Place suitability analysis;2019;What are the land cover types within 1km of A27 road in Utrecht;2taoorqtrn
419;Scenario;Place suitability analysis;2019;To what extent does traffic congestion reduce because of expansion of A27;2oooao
420;Scenario;Physical Activity suitability analysis;2019;What is the walkability of Utrecht;2orn
421;Scenario;Physical Activity suitability analysis;2019;Where are the neighborhoods that are least suitable for walking in Utrecht;1tarn
422;Scenarios;Scenarios;2019;What is the accessibility of residential units in Utrecht city to public waste collectors for glass, paper, plastic, and textile;2otorntoooooo
423;Lecture;Overlay, Aggregation and Map Algebra;2019;Is the distribution of health facilities consistent with the population distribution in Riverside-San Bernardino, CA;oooooon
424;Lecture;Overlay, Aggregation and Map Algebra;2019;Where are facilities that provide health care services located in Riverside-San Bernardino, CA;1oaoooon
425;Lecture;Overlay, Aggregation and Map Algebra;2019;What is the population distribution within Riverside-San Bernardino, CA;2ooon
426;Lecture;Overlay, Aggregation and Map Algebra;2019;Do areas with the highest population density have the greatest number of health care facilities in Riverside-San Bernardino, CA;tooaooooon
427;Lecture;Overlay, Aggregation and Map Algebra;2019;Within Riverside-San Bernardino, where are the areas with high population density but no health care facilities;o1tooooo
428;Lecture;Overlay, Aggregation and Map Algebra;2019;What land use is on top of sandy soil in the Netherlands;2tooorn
429;Lecture;Overlay, Aggregation and Map Algebra;2019;What parcels are within the 100-year floodplain in the Netherlands;2oorn
430;Lecture;Overlay, Aggregation and Map Algebra;2019;Is A27 highway within Utrecht;qtrn
;;;;;
