pattern,k,frequency,expected occurrences,percentage
onot,4,8,0.0030534351145038168,0.3053435114503817
3tnn,4,6,0.0022900763358778627,0.22900763358778628
to1,3,12,0.004580152671755725,0.45801526717557256
qto1,4,3,0.0011450381679389313,0.11450381679389314
to1s,4,2,0.0007633587786259542,0.07633587786259542
5ao,3,1,0.0003816793893129771,0.03816793893129771
aos,3,1,0.0003816793893129771,0.03816793893129771
ooo5,4,1,0.0003816793893129771,0.03816793893129771
oo5a,4,1,0.0003816793893129771,0.03816793893129771
o5ao,4,1,0.0003816793893129771,0.03816793893129771
5aos,4,1,0.0003816793893129771,0.03816793893129771
2noo,4,5,0.0019083969465648854,0.19083969465648853
noot,4,12,0.004580152671755725,0.45801526717557256
2an,3,1,0.0003816793893129771,0.03816793893129771
n3o,3,3,0.0011450381679389313,0.11450381679389314
annr,4,1,0.0003816793893129771,0.03816793893129771
nsr,3,5,0.0019083969465648854,0.19083969465648853
onsr,4,2,0.0007633587786259542,0.07633587786259542
nsrn,4,5,0.0019083969465648854,0.19083969465648853
srnt,4,4,0.0015267175572519084,0.15267175572519084
22q,3,1,0.0003816793893129771,0.03816793893129771
o5o,3,4,0.0015267175572519084,0.15267175572519084
5oo,3,3,0.0011450381679389313,0.11450381679389314
oo5o,4,2,0.0007633587786259542,0.07633587786259542
o5oo,4,1,0.0003816793893129771,0.03816793893129771
5ooo,4,1,0.0003816793893129771,0.03816793893129771
2non,4,3,0.0011450381679389313,0.11450381679389314
5tt,3,3,0.0011450381679389313,0.11450381679389314
5ttr,4,1,0.0003816793893129771,0.03816793893129771
qtos,4,6,0.0022900763358778627,0.22900763358778628
2oao,4,1,0.0003816793893129771,0.03816793893129771
3tsq,4,1,0.0003816793893129771,0.03816793893129771
2tt1,4,2,0.0007633587786259542,0.07633587786259542
otot,4,10,0.003816793893129771,0.38167938931297707
nona,4,1,0.0003816793893129771,0.03816793893129771
tonr,4,2,0.0007633587786259542,0.07633587786259542
o4s,3,2,0.0007633587786259542,0.07633587786259542
4so,3,2,0.0007633587786259542,0.07633587786259542
1o4s,4,1,0.0003816793893129771,0.03816793893129771
o4so,4,2,0.0007633587786259542,0.07633587786259542
tnna,4,1,0.0003816793893129771,0.03816793893129771
3qto,4,11,0.004198473282442748,0.41984732824427484
otq,3,5,0.0019083969465648854,0.19083969465648853
1otq,4,1,0.0003816793893129771,0.03816793893129771
otqt,4,4,0.0015267175572519084,0.15267175572519084
t4,2,2,0.0007633587786259542,0.07633587786259542
2t4,3,1,0.0003816793893129771,0.03816793893129771
t4o,3,2,0.0007633587786259542,0.07633587786259542
naq,3,2,0.0007633587786259542,0.07633587786259542
3tna,4,2,0.0007633587786259542,0.07633587786259542
tnaq,4,1,0.0003816793893129771,0.03816793893129771
naqt,4,2,0.0007633587786259542,0.07633587786259542
3tsr,4,1,0.0003816793893129771,0.03816793893129771
22t,3,2,0.0007633587786259542,0.07633587786259542
2ot2,4,1,0.0003816793893129771,0.03816793893129771
ot2t,4,2,0.0007633587786259542,0.07633587786259542
qtnt,4,4,0.0015267175572519084,0.15267175572519084
2oan,4,1,0.0003816793893129771,0.03816793893129771
o3q,3,2,0.0007633587786259542,0.07633587786259542
qt4,3,1,0.0003816793893129771,0.03816793893129771
oo3q,4,1,0.0003816793893129771,0.03816793893129771
o3qt,4,2,0.0007633587786259542,0.07633587786259542
3qt4,4,1,0.0003816793893129771,0.03816793893129771
qt4o,4,1,0.0003816793893129771,0.03816793893129771
4r,2,2,0.0007633587786259542,0.07633587786259542
o4r,3,1,0.0003816793893129771,0.03816793893129771
4rn,3,2,0.0007633587786259542,0.07633587786259542
1o4r,4,1,0.0003816793893129771,0.03816793893129771
o4rn,4,1,0.0003816793893129771,0.03816793893129771
ontn,4,6,0.0022900763358778627,0.22900763358778628
tqt1,4,2,0.0007633587786259542,0.07633587786259542
1aqt,4,1,0.0003816793893129771,0.03816793893129771
aqto,4,3,0.0011450381679389313,0.11450381679389314
qtna,4,1,0.0003816793893129771,0.03816793893129771
1aon,4,5,0.0019083969465648854,0.19083969465648853
aono,4,3,0.0011450381679389313,0.11450381679389314
2ot1,4,3,0.0011450381679389313,0.11450381679389314
ot1n,4,3,0.0011450381679389313,0.11450381679389314
t1nn,4,1,0.0003816793893129771,0.03816793893129771
1nn3,4,1,0.0003816793893129771,0.03816793893129771
nn3t,4,1,0.0003816793893129771,0.03816793893129771
tot1,4,1,0.0003816793893129771,0.03816793893129771
qto5,4,1,0.0003816793893129771,0.03816793893129771
1qts,4,6,0.0022900763358778627,0.22900763358778628
1sto,4,3,0.0011450381679389313,0.11450381679389314
stoo,4,2,0.0007633587786259542,0.07633587786259542
trn1,4,5,0.0019083969465648854,0.19083969465648853
rn1n,4,3,0.0011450381679389313,0.11450381679389314
n1nn,4,1,0.0003816793893129771,0.03816793893129771
1nno,4,15,0.0057251908396946565,0.5725190839694656
71,2,1,0.0003816793893129771,0.03816793893129771
5q,2,3,0.0011450381679389313,0.11450381679389314
71o,3,1,0.0003816793893129771,0.03816793893129771
1o5,3,2,0.0007633587786259542,0.07633587786259542
o5q,3,1,0.0003816793893129771,0.03816793893129771
5qt,3,2,0.0007633587786259542,0.07633587786259542
71o5,4,1,0.0003816793893129771,0.03816793893129771
1o5q,4,1,0.0003816793893129771,0.03816793893129771
o5qt,4,1,0.0003816793893129771,0.03816793893129771
tn5,3,3,0.0011450381679389313,0.11450381679389314
qtn5,4,1,0.0003816793893129771,0.03816793893129771
1otn,4,2,0.0007633587786259542,0.07633587786259542
ston,4,1,0.0003816793893129771,0.03816793893129771
2t1n,4,1,0.0003816793893129771,0.03816793893129771
t5,2,2,0.0007633587786259542,0.07633587786259542
qt5,3,1,0.0003816793893129771,0.03816793893129771
t5o,3,1,0.0003816793893129771,0.03816793893129771
1qt5,4,1,0.0003816793893129771,0.03816793893129771
qt5o,4,1,0.0003816793893129771,0.03816793893129771
1no4,4,1,0.0003816793893129771,0.03816793893129771
no4n,4,1,0.0003816793893129771,0.03816793893129771
7ton,4,1,0.0003816793893129771,0.03816793893129771
s7,2,2,0.0007633587786259542,0.07633587786259542
os7,3,1,0.0003816793893129771,0.03816793893129771
1oq,3,9,0.003435114503816794,0.3435114503816794
2oor,4,9,0.003435114503816794,0.3435114503816794
2ntn,4,3,0.0011450381679389313,0.11450381679389314
ntnr,4,2,0.0007633587786259542,0.07633587786259542
214,3,1,0.0003816793893129771,0.03816793893129771
14n,3,5,0.0019083969465648854,0.19083969465648853
4nr,3,1,0.0003816793893129771,0.03816793893129771
214n,4,1,0.0003816793893129771,0.03816793893129771
14nr,4,1,0.0003816793893129771,0.03816793893129771
4nrn,4,1,0.0003816793893129771,0.03816793893129771
22oo,4,1,0.0003816793893129771,0.03816793893129771
2oos,4,2,0.0007633587786259542,0.07633587786259542
oosq,4,1,0.0003816793893129771,0.03816793893129771
rnto,4,6,0.0022900763358778627,0.22900763358778628
no3,3,3,0.0011450381679389313,0.11450381679389314
1no3,4,1,0.0003816793893129771,0.03816793893129771
no3t,4,2,0.0007633587786259542,0.07633587786259542
t1a,3,2,0.0007633587786259542,0.07633587786259542
ast,3,1,0.0003816793893129771,0.03816793893129771
t1as,4,1,0.0003816793893129771,0.03816793893129771
1ast,4,1,0.0003816793893129771,0.03816793893129771
asto,4,1,0.0003816793893129771,0.03816793893129771
ontr,4,4,0.0015267175572519084,0.15267175572519084
no2,3,10,0.003816793893129771,0.38167938931297707
1no2,4,4,0.0015267175572519084,0.15267175572519084
no2o,4,4,0.0015267175572519084,0.15267175572519084
ots,3,3,0.0011450381679389313,0.11450381679389314
qt3,3,3,0.0011450381679389313,0.11450381679389314
qt3o,4,3,0.0011450381679389313,0.11450381679389314
t3oo,4,3,0.0011450381679389313,0.11450381679389314
no2t,4,2,0.0007633587786259542,0.07633587786259542
a4,2,4,0.0015267175572519084,0.15267175572519084
oa4,3,2,0.0007633587786259542,0.07633587786259542
a4o,3,2,0.0007633587786259542,0.07633587786259542
1oa4,4,2,0.0007633587786259542,0.07633587786259542
oa4o,4,1,0.0003816793893129771,0.03816793893129771
2ons,4,3,0.0011450381679389313,0.11450381679389314
onso,4,4,0.0015267175572519084,0.15267175572519084
oto1,4,3,0.0011450381679389313,0.11450381679389314
to1o,4,6,0.0022900763358778627,0.22900763358778628
2qta,4,3,0.0011450381679389313,0.11450381679389314
onst,4,2,0.0007633587786259542,0.07633587786259542
nstn,4,1,0.0003816793893129771,0.03816793893129771
3oq,3,6,0.0022900763358778627,0.22900763358778628
3oqt,4,5,0.0019083969465648854,0.19083969465648853
tnao,4,3,0.0011450381679389313,0.11450381679389314
qttq,4,1,0.0003816793893129771,0.03816793893129771
nont,4,4,0.0015267175572519084,0.15267175572519084
oo2o,4,6,0.0022900763358778627,0.22900763358778628
trnr,4,8,0.0030534351145038168,0.3053435114503817
3no,3,17,0.0064885496183206106,0.648854961832061
3not,4,9,0.003435114503816794,0.3435114503816794
3qt1,4,1,0.0003816793893129771,0.03816793893129771
stno,4,1,0.0003816793893129771,0.03816793893129771
3ooa,4,2,0.0007633587786259542,0.07633587786259542
nn2o,4,5,0.0019083969465648854,0.19083969465648853
n2oo,4,7,0.0026717557251908397,0.26717557251908397
t1oa,4,3,0.0011450381679389313,0.11450381679389314
n2ot,4,2,0.0007633587786259542,0.07633587786259542
o3n,3,2,0.0007633587786259542,0.07633587786259542
oo3n,4,1,0.0003816793893129771,0.03816793893129771
o3nt,4,1,0.0003816793893129771,0.03816793893129771
1tos,4,2,0.0007633587786259542,0.07633587786259542
tosn,4,2,0.0007633587786259542,0.07633587786259542
2ns,3,1,0.0003816793893129771,0.03816793893129771
oots,4,1,0.0003816793893129771,0.03816793893129771
otso,4,1,0.0003816793893129771,0.03816793893129771
otar,4,2,0.0007633587786259542,0.07633587786259542
arnr,4,1,0.0003816793893129771,0.03816793893129771
nnnt,4,5,0.0019083969465648854,0.19083969465648853
1ta,3,2,0.0007633587786259542,0.07633587786259542
notq,4,1,0.0003816793893129771,0.03816793893129771
ta1,3,1,0.0003816793893129771,0.03816793893129771
a1o,3,1,0.0003816793893129771,0.03816793893129771
oqta,4,2,0.0007633587786259542,0.07633587786259542
qta1,4,1,0.0003816793893129771,0.03816793893129771
ta1o,4,1,0.0003816793893129771,0.03816793893129771
onoa,4,2,0.0007633587786259542,0.07633587786259542
1qto,4,10,0.003816793893129771,0.38167938931297707
n5q,3,1,0.0003816793893129771,0.03816793893129771
4t,2,2,0.0007633587786259542,0.07633587786259542
o4t,3,1,0.0003816793893129771,0.03816793893129771
2o2o,4,2,0.0007633587786259542,0.07633587786259542
o2o2,4,1,0.0003816793893129771,0.03816793893129771
too4,4,2,0.0007633587786259542,0.07633587786259542
oo4t,4,1,0.0003816793893129771,0.03816793893129771
rn5,3,1,0.0003816793893129771,0.03816793893129771
nrn5,4,1,0.0003816793893129771,0.03816793893129771
3tto,4,5,0.0019083969465648854,0.19083969465648853
nn2n,4,1,0.0003816793893129771,0.03816793893129771
n2nt,4,1,0.0003816793893129771,0.03816793893129771
qttn,4,3,0.0011450381679389313,0.11450381679389314
tnso,4,2,0.0007633587786259542,0.07633587786259542
osnt,4,2,0.0007633587786259542,0.07633587786259542
otnt,4,6,0.0022900763358778627,0.22900763358778628
o2tt,4,2,0.0007633587786259542,0.07633587786259542
trnq,4,4,0.0015267175572519084,0.15267175572519084
3o3,3,1,0.0003816793893129771,0.03816793893129771
3tnt,4,6,0.0022900763358778627,0.22900763358778628
tntn,4,6,0.0022900763358778627,0.22900763358778628
sonn,4,2,0.0007633587786259542,0.07633587786259542
tntt,4,4,0.0015267175572519084,0.15267175572519084
tnts,4,2,0.0007633587786259542,0.07633587786259542
1sot,4,8,0.0030534351145038168,0.3053435114503817
sotr,4,1,0.0003816793893129771,0.03816793893129771
n1r,3,2,0.0007633587786259542,0.07633587786259542
nn1r,4,1,0.0003816793893129771,0.03816793893129771
n1rn,4,1,0.0003816793893129771,0.03816793893129771
ns2,3,1,0.0003816793893129771,0.03816793893129771
rnsn,4,1,0.0003816793893129771,0.03816793893129771
5r,2,2,0.0007633587786259542,0.07633587786259542
n5r,3,2,0.0007633587786259542,0.07633587786259542
5rn,3,2,0.0007633587786259542,0.07633587786259542
1qtn,4,4,0.0015267175572519084,0.15267175572519084
tn1,3,3,0.0011450381679389313,0.11450381679389314
2tn1,4,1,0.0003816793893129771,0.03816793893129771
tn1o,4,2,0.0007633587786259542,0.07633587786259542
n1oa,4,1,0.0003816793893129771,0.03816793893129771
qtan,4,1,0.0003816793893129771,0.03816793893129771
sont,4,1,0.0003816793893129771,0.03816793893129771
onos,4,2,0.0007633587786259542,0.07633587786259542
osa,3,1,0.0003816793893129771,0.03816793893129771
aoos,4,1,0.0003816793893129771,0.03816793893129771
oosa,4,1,0.0003816793893129771,0.03816793893129771
osao,4,1,0.0003816793893129771,0.03816793893129771
2rnr,4,1,0.0003816793893129771,0.03816793893129771
1ota,4,1,0.0003816793893129771,0.03816793893129771
otao,4,2,0.0007633587786259542,0.07633587786259542
non2,4,1,0.0003816793893129771,0.03816793893129771
1noa,4,5,0.0019083969465648854,0.19083969465648853
noat,4,1,0.0003816793893129771,0.03816793893129771
1tan,4,1,0.0003816793893129771,0.03816793893129771
1tno,4,4,0.0015267175572519084,0.15267175572519084
21on,4,1,0.0003816793893129771,0.03816793893129771
t1q,3,2,0.0007633587786259542,0.07633587786259542
1oqt,4,8,0.0030534351145038168,0.3053435114503817
oqt1,4,2,0.0007633587786259542,0.07633587786259542
qt1q,4,1,0.0003816793893129771,0.03816793893129771
t1qt,4,2,0.0007633587786259542,0.07633587786259542
sott,4,3,0.0011450381679389313,0.11450381679389314
3tot,4,4,0.0015267175572519084,0.15267175572519084
2ntr,4,3,0.0011450381679389313,0.11450381679389314
3to3,4,1,0.0003816793893129771,0.03816793893129771
to3n,4,1,0.0003816793893129771,0.03816793893129771
o3no,4,1,0.0003816793893129771,0.03816793893129771
3noo,4,3,0.0011450381679389313,0.11450381679389314
2rno,4,2,0.0007633587786259542,0.07633587786259542
qtn2,4,3,0.0011450381679389313,0.11450381679389314
rnnt,4,8,0.0030534351145038168,0.3053435114503817
7on,3,1,0.0003816793893129771,0.03816793893129771
7onq,4,1,0.0003816793893129771,0.03816793893129771
3ott,4,2,0.0007633587786259542,0.07633587786259542
oaon,4,3,0.0011450381679389313,0.11450381679389314
1ton,4,3,0.0011450381679389313,0.11450381679389314
2rnn,4,1,0.0003816793893129771,0.03816793893129771
2ttt,4,4,0.0015267175572519084,0.15267175572519084
onoq,4,2,0.0007633587786259542,0.07633587786259542
nn4,3,1,0.0003816793893129771,0.03816793893129771
n4r,3,1,0.0003816793893129771,0.03816793893129771
rnn4,4,1,0.0003816793893129771,0.03816793893129771
nn4r,4,1,0.0003816793893129771,0.03816793893129771
n4rn,4,1,0.0003816793893129771,0.03816793893129771
tnq,3,4,0.0015267175572519084,0.15267175572519084
2tnq,4,3,0.0011450381679389313,0.11450381679389314
tnqt,4,4,0.0015267175572519084,0.15267175572519084
4oon,4,1,0.0003816793893129771,0.03816793893129771
2os,3,5,0.0019083969465648854,0.19083969465648853
2osq,4,1,0.0003816793893129771,0.03816793893129771
nons,4,2,0.0007633587786259542,0.07633587786259542
n5t,3,2,0.0007633587786259542,0.07633587786259542
tn5t,4,1,0.0003816793893129771,0.03816793893129771
n5tt,4,1,0.0003816793893129771,0.03816793893129771
5tto,4,1,0.0003816793893129771,0.03816793893129771
7nq,3,2,0.0007633587786259542,0.07633587786259542
7nqt,4,1,0.0003816793893129771,0.03816793893129771
1tnr,4,2,0.0007633587786259542,0.07633587786259542
tn4,3,2,0.0007633587786259542,0.07633587786259542
2tn4,4,2,0.0007633587786259542,0.07633587786259542
tn4o,4,2,0.0007633587786259542,0.07633587786259542
3tar,4,1,0.0003816793893129771,0.03816793893129771
1nor,4,6,0.0022900763358778627,0.22900763358778628
oo4o,4,4,0.0015267175572519084,0.15267175572519084
anor,4,3,0.0011450381679389313,0.11450381679389314
nno2,4,2,0.0007633587786259542,0.07633587786259542
4no,3,4,0.0015267175572519084,0.15267175572519084
soto,4,3,0.0011450381679389313,0.11450381679389314
1nns,4,2,0.0007633587786259542,0.07633587786259542
nnsr,4,1,0.0003816793893129771,0.03816793893129771
os2,3,2,0.0007633587786259542,0.07633587786259542
tos2,4,1,0.0003816793893129771,0.03816793893129771
os2t,4,1,0.0003816793893129771,0.03816793893129771
o7o,3,1,0.0003816793893129771,0.03816793893129771
2ooo,4,21,0.00801526717557252,0.8015267175572519
oo7o,4,1,0.0003816793893129771,0.03816793893129771
a4a,3,1,0.0003816793893129771,0.03816793893129771
oa4a,4,1,0.0003816793893129771,0.03816793893129771
a4ao,4,1,0.0003816793893129771,0.03816793893129771
3aor,4,1,0.0003816793893129771,0.03816793893129771
sotn,4,1,0.0003816793893129771,0.03816793893129771
3ttt,4,1,0.0003816793893129771,0.03816793893129771
tttr,4,2,0.0007633587786259542,0.07633587786259542
o2oo,4,6,0.0022900763358778627,0.22900763358778628
1tsr,4,2,0.0007633587786259542,0.07633587786259542
aonr,4,1,0.0003816793893129771,0.03816793893129771
2tao,4,3,0.0011450381679389313,0.11450381679389314
taor,4,1,0.0003816793893129771,0.03816793893129771
3ont,4,2,0.0007633587786259542,0.07633587786259542
nt3,3,1,0.0003816793893129771,0.03816793893129771
t3q,3,1,0.0003816793893129771,0.03816793893129771
nnt3,4,1,0.0003816793893129771,0.03816793893129771
nt3q,4,1,0.0003816793893129771,0.03816793893129771
t3qt,4,1,0.0003816793893129771,0.03816793893129771
tnns,4,2,0.0007633587786259542,0.07633587786259542
nnso,4,3,0.0011450381679389313,0.11450381679389314
2n3,3,1,0.0003816793893129771,0.03816793893129771
2n3o,4,1,0.0003816793893129771,0.03816793893129771
n3oo,4,1,0.0003816793893129771,0.03816793893129771
aso,3,1,0.0003816793893129771,0.03816793893129771
sos,3,1,0.0003816793893129771,0.03816793893129771
1aso,4,1,0.0003816793893129771,0.03816793893129771
asos,4,1,0.0003816793893129771,0.03816793893129771
oaor,4,5,0.0019083969465648854,0.19083969465648853
arnt,4,2,0.0007633587786259542,0.07633587786259542
aont,4,1,0.0003816793893129771,0.03816793893129771
3tnq,4,1,0.0003816793893129771,0.03816793893129771
soq,3,3,0.0011450381679389313,0.11450381679389314
1soq,4,1,0.0003816793893129771,0.03816793893129771
soqt,4,3,0.0011450381679389313,0.11450381679389314
aoot,4,3,0.0011450381679389313,0.11450381679389314
3tnr,4,1,0.0003816793893129771,0.03816793893129771
1oat,4,2,0.0007633587786259542,0.07633587786259542
1on1,4,1,0.0003816793893129771,0.03816793893129771
n1oo,4,7,0.0026717557251908397,0.26717557251908397
taoo,4,4,0.0015267175572519084,0.15267175572519084
oto3,4,1,0.0003816793893129771,0.03816793893129771
1tt,3,13,0.004961832061068702,0.4961832061068702
1nar,4,2,0.0007633587786259542,0.07633587786259542
t1ts,4,1,0.0003816793893129771,0.03816793893129771
1tso,4,2,0.0007633587786259542,0.07633587786259542
t3n,3,2,0.0007633587786259542,0.07633587786259542
1n2,3,4,0.0015267175572519084,0.15267175572519084
1n2o,4,2,0.0007633587786259542,0.07633587786259542
nnn2,4,2,0.0007633587786259542,0.07633587786259542
qtt1,4,1,0.0003816793893129771,0.03816793893129771
tt1n,4,1,0.0003816793893129771,0.03816793893129771
qtn1,4,1,0.0003816793893129771,0.03816793893129771
1on2,4,2,0.0007633587786259542,0.07633587786259542
on2o,4,4,0.0015267175572519084,0.15267175572519084
nntn,4,4,0.0015267175572519084,0.15267175572519084
2qt2,4,2,0.0007633587786259542,0.07633587786259542
t2t1,4,1,0.0003816793893129771,0.03816793893129771
2so,3,1,0.0003816793893129771,0.03816793893129771
2tns,4,1,0.0003816793893129771,0.03816793893129771
nt2o,4,2,0.0007633587786259542,0.07633587786259542
t2on,4,2,0.0007633587786259542,0.07633587786259542
n1a,3,1,0.0003816793893129771,0.03816793893129771
2t2,3,1,0.0003816793893129771,0.03816793893129771
n2t2,4,1,0.0003816793893129771,0.03816793893129771
2t2o,4,1,0.0003816793893129771,0.03816793893129771
2sr,3,1,0.0003816793893129771,0.03816793893129771
naon,4,2,0.0007633587786259542,0.07633587786259542
3ttr,4,2,0.0007633587786259542,0.07633587786259542
2otn,4,10,0.003816793893129771,0.38167938931297707
oon4,4,1,0.0003816793893129771,0.03816793893129771
tn2o,4,1,0.0003816793893129771,0.03816793893129771
1n4,3,3,0.0011450381679389313,0.11450381679389314
1n4o,4,1,0.0003816793893129771,0.03816793893129771
n4oo,4,1,0.0003816793893129771,0.03816793893129771
4oos,4,1,0.0003816793893129771,0.03816793893129771
2sq,3,1,0.0003816793893129771,0.03816793893129771
22to,4,1,0.0003816793893129771,0.03816793893129771
orns,4,1,0.0003816793893129771,0.03816793893129771
1ttn,4,2,0.0007633587786259542,0.07633587786259542
ontq,4,1,0.0003816793893129771,0.03816793893129771
non1,4,1,0.0003816793893129771,0.03816793893129771
n1ot,4,1,0.0003816793893129771,0.03816793893129771
3t1,3,2,0.0007633587786259542,0.07633587786259542
n1t,3,1,0.0003816793893129771,0.03816793893129771
o1o3,4,2,0.0007633587786259542,0.07633587786259542
1o3o,4,2,0.0007633587786259542,0.07633587786259542
1qtt,4,3,0.0011450381679389313,0.11450381679389314
nqtt,4,3,0.0011450381679389313,0.11450381679389314
5ot,3,1,0.0003816793893129771,0.03816793893129771
oto5,4,1,0.0003816793893129771,0.03816793893129771
to5o,4,1,0.0003816793893129771,0.03816793893129771
o5ot,4,1,0.0003816793893129771,0.03816793893129771
oano,4,5,0.0019083969465648854,0.19083969465648853
nooa,4,4,0.0015267175572519084,0.15267175572519084
5tnr,4,1,0.0003816793893129771,0.03816793893129771
t2tn,4,1,0.0003816793893129771,0.03816793893129771
5to,3,3,0.0011450381679389313,0.11450381679389314
7q,2,1,0.0003816793893129771,0.03816793893129771
7qt,3,1,0.0003816793893129771,0.03816793893129771
7qtn,4,1,0.0003816793893129771,0.03816793893129771
trns,4,1,0.0003816793893129771,0.03816793893129771
on3,3,3,0.0011450381679389313,0.11450381679389314
to2,3,3,0.0011450381679389313,0.11450381679389314
to2t,4,1,0.0003816793893129771,0.03816793893129771
24,2,3,0.0011450381679389313,0.11450381679389314
24t,3,1,0.0003816793893129771,0.03816793893129771
4to,3,1,0.0003816793893129771,0.03816793893129771
24to,4,1,0.0003816793893129771,0.03816793893129771
4ton,4,1,0.0003816793893129771,0.03816793893129771
1oo1,4,1,0.0003816793893129771,0.03816793893129771
aonn,4,1,0.0003816793893129771,0.03816793893129771
n3q,3,1,0.0003816793893129771,0.03816793893129771
on3q,4,1,0.0003816793893129771,0.03816793893129771
n3qt,4,1,0.0003816793893129771,0.03816793893129771
s1a,3,1,0.0003816793893129771,0.03816793893129771
os1a,4,1,0.0003816793893129771,0.03816793893129771
s1ao,4,1,0.0003816793893129771,0.03816793893129771
3ooq,4,1,0.0003816793893129771,0.03816793893129771
3nnn,4,1,0.0003816793893129771,0.03816793893129771
otn2,4,1,0.0003816793893129771,0.03816793893129771
t24,3,1,0.0003816793893129771,0.03816793893129771
24o,3,1,0.0003816793893129771,0.03816793893129771
nt24,4,1,0.0003816793893129771,0.03816793893129771
t24o,4,1,0.0003816793893129771,0.03816793893129771
24oo,4,1,0.0003816793893129771,0.03816793893129771
5tr,3,1,0.0003816793893129771,0.03816793893129771
1tot,4,4,0.0015267175572519084,0.15267175572519084
3onn,4,3,0.0011450381679389313,0.11450381679389314
ton3,4,1,0.0003816793893129771,0.03816793893129771
on3o,4,1,0.0003816793893129771,0.03816793893129771
1nnq,4,1,0.0003816793893129771,0.03816793893129771
oqts,4,1,0.0003816793893129771,0.03816793893129771
2nn2,4,1,0.0003816793893129771,0.03816793893129771
3ot1,4,2,0.0007633587786259542,0.07633587786259542
1oan,4,2,0.0007633587786259542,0.07633587786259542
2nn1,4,1,0.0003816793893129771,0.03816793893129771
nn1o,4,2,0.0007633587786259542,0.07633587786259542
nnoa,4,1,0.0003816793893129771,0.03816793893129771
1n3,3,1,0.0003816793893129771,0.03816793893129771
2tna,4,3,0.0011450381679389313,0.11450381679389314
tnat,4,1,0.0003816793893129771,0.03816793893129771
oo1a,4,1,0.0003816793893129771,0.03816793893129771
nnos,4,1,0.0003816793893129771,0.03816793893129771
oo2q,4,1,0.0003816793893129771,0.03816793893129771
n4n,3,2,0.0007633587786259542,0.07633587786259542
nnns,4,1,0.0003816793893129771,0.03816793893129771
oo4s,4,1,0.0003816793893129771,0.03816793893129771
2t1t,4,2,0.0007633587786259542,0.07633587786259542
t1to,4,2,0.0007633587786259542,0.07633587786259542
1nsr,4,2,0.0007633587786259542,0.07633587786259542
3nq,3,1,0.0003816793893129771,0.03816793893129771
nn5t,4,1,0.0003816793893129771,0.03816793893129771
n5to,4,1,0.0003816793893129771,0.03816793893129771
1os2,4,1,0.0003816793893129771,0.03816793893129771
os2o,4,1,0.0003816793893129771,0.03816793893129771
3ttn,4,1,0.0003816793893129771,0.03816793893129771
nato,4,1,0.0003816793893129771,0.03816793893129771
nan,3,3,0.0011450381679389313,0.11450381679389314
rnan,4,1,0.0003816793893129771,0.03816793893129771
o2on,4,1,0.0003816793893129771,0.03816793893129771
ns3,3,1,0.0003816793893129771,0.03816793893129771
s3o,3,2,0.0007633587786259542,0.07633587786259542
1ns3,4,1,0.0003816793893129771,0.03816793893129771
ns3o,4,1,0.0003816793893129771,0.03816793893129771
s3oo,4,2,0.0007633587786259542,0.07633587786259542
sna,3,1,0.0003816793893129771,0.03816793893129771
1sna,4,1,0.0003816793893129771,0.03816793893129771
snao,4,1,0.0003816793893129771,0.03816793893129771
naoa,4,1,0.0003816793893129771,0.03816793893129771
tqtt,4,2,0.0007633587786259542,0.07633587786259542
12o,3,3,0.0011450381679389313,0.11450381679389314
12oo,4,1,0.0003816793893129771,0.03816793893129771
1a4,3,2,0.0007633587786259542,0.07633587786259542
1a4o,4,1,0.0003816793893129771,0.03816793893129771
a4oo,4,1,0.0003816793893129771,0.03816793893129771
1atr,4,1,0.0003816793893129771,0.03816793893129771
tttn,4,2,0.0007633587786259542,0.07633587786259542
5nnn,4,1,0.0003816793893129771,0.03816793893129771
1aot,4,2,0.0007633587786259542,0.07633587786259542
aota,4,1,0.0003816793893129771,0.03816793893129771
tta,3,1,0.0003816793893129771,0.03816793893129771
3tta,4,1,0.0003816793893129771,0.03816793893129771
ttao,4,1,0.0003816793893129771,0.03816793893129771
on4n,4,1,0.0003816793893129771,0.03816793893129771
1ato,4,2,0.0007633587786259542,0.07633587786259542
a4n,3,1,0.0003816793893129771,0.03816793893129771
1a4n,4,1,0.0003816793893129771,0.03816793893129771
a4no,4,1,0.0003816793893129771,0.03816793893129771
o2tn,4,1,0.0003816793893129771,0.03816793893129771
aar,3,1,0.0003816793893129771,0.03816793893129771
2oaa,4,1,0.0003816793893129771,0.03816793893129771
oaar,4,1,0.0003816793893129771,0.03816793893129771
aarn,4,1,0.0003816793893129771,0.03816793893129771
n5o,3,1,0.0003816793893129771,0.03816793893129771
tn5o,4,1,0.0003816793893129771,0.03816793893129771
n5oo,4,1,0.0003816793893129771,0.03816793893129771
tsor,4,1,0.0003816793893129771,0.03816793893129771
1onn,4,5,0.0019083969465648854,0.19083969465648853
onns,4,1,0.0003816793893129771,0.03816793893129771
nt1,3,2,0.0007633587786259542,0.07633587786259542
nto2,4,1,0.0003816793893129771,0.03816793893129771
to2o,4,1,0.0003816793893129771,0.03816793893129771
att,3,1,0.0003816793893129771,0.03816793893129771
ttoa,4,2,0.0007633587786259542,0.07633587786259542
oatt,4,1,0.0003816793893129771,0.03816793893129771
attt,4,1,0.0003816793893129771,0.03816793893129771
1o2,3,5,0.0019083969465648854,0.19083969465648853
