pattern,k,frequency,expected occurrences,percentage
rqtn,4,1,0.0024449877750611247,0.24449877750611246
qtno,4,1,0.0024449877750611247,0.24449877750611246
4s,2,1,0.0024449877750611247,0.24449877750611246
o4s,3,1,0.0024449877750611247,0.24449877750611246
4so,3,1,0.0024449877750611247,0.24449877750611246
2oo4,4,1,0.0024449877750611247,0.24449877750611246
oo4s,4,1,0.0024449877750611247,0.24449877750611246
o4so,4,1,0.0024449877750611247,0.24449877750611246
4soo,4,1,0.0024449877750611247,0.24449877750611246
aon,3,1,0.0024449877750611247,0.24449877750611246
oaon,4,1,0.0024449877750611247,0.24449877750611246
4o,2,1,0.0024449877750611247,0.24449877750611246
po4,3,1,0.0024449877750611247,0.24449877750611246
o4o,3,1,0.0024449877750611247,0.24449877750611246
4oo,3,1,0.0024449877750611247,0.24449877750611246
3opp,4,1,0.0024449877750611247,0.24449877750611246
ppo4,4,1,0.0024449877750611247,0.24449877750611246
po4o,4,1,0.0024449877750611247,0.24449877750611246
o4oo,4,1,0.0024449877750611247,0.24449877750611246
4ooo,4,1,0.0024449877750611247,0.24449877750611246
qtoq,4,2,0.004889975550122249,0.4889975550122249
toqo,4,2,0.004889975550122249,0.4889975550122249
oqor,4,2,0.004889975550122249,0.4889975550122249
ond,3,1,0.0024449877750611247,0.24449877750611246
2qqo,4,1,0.0024449877750611247,0.24449877750611246
qqor,4,1,0.0024449877750611247,0.24449877750611246
qort,4,1,0.0024449877750611247,0.24449877750611246
toon,4,1,0.0024449877750611247,0.24449877750611246
oond,4,1,0.0024449877750611247,0.24449877750611246
1oao,4,2,0.004889975550122249,0.4889975550122249
5st,3,1,0.0024449877750611247,0.24449877750611246
nqt,3,1,0.0024449877750611247,0.24449877750611246
5sto,4,1,0.0024449877750611247,0.24449877750611246
stoo,4,1,0.0024449877750611247,0.24449877750611246
rnqt,4,1,0.0024449877750611247,0.24449877750611246
5ts,3,1,0.0024449877750611247,0.24449877750611246
ssr,3,1,0.0024449877750611247,0.24449877750611246
5tss,4,1,0.0024449877750611247,0.24449877750611246
tssr,4,1,0.0024449877750611247,0.24449877750611246
ssrn,4,1,0.0024449877750611247,0.24449877750611246
ppp,3,2,0.004889975550122249,0.4889975550122249
1ppp,4,1,0.0024449877750611247,0.24449877750611246
pppo,4,2,0.004889975550122249,0.4889975550122249
3qtt,4,1,0.0024449877750611247,0.24449877750611246
qtto,4,1,0.0024449877750611247,0.24449877750611246
npp,3,1,0.0024449877750611247,0.24449877750611246
rnpp,4,1,0.0024449877750611247,0.24449877750611246
nppo,4,1,0.0024449877750611247,0.24449877750611246
2osr,4,1,0.0024449877750611247,0.24449877750611246
o3,2,1,0.0024449877750611247,0.24449877750611246
3s,2,1,0.0024449877750611247,0.24449877750611246
5ap,3,1,0.0024449877750611247,0.24449877750611246
app,3,1,0.0024449877750611247,0.24449877750611246
po3,3,1,0.0024449877750611247,0.24449877750611246
o3s,3,1,0.0024449877750611247,0.24449877750611246
3sp,3,1,0.0024449877750611247,0.24449877750611246
5app,4,1,0.0024449877750611247,0.24449877750611246
appo,4,1,0.0024449877750611247,0.24449877750611246
ppo3,4,1,0.0024449877750611247,0.24449877750611246
po3s,4,1,0.0024449877750611247,0.24449877750611246
o3sp,4,1,0.0024449877750611247,0.24449877750611246
3spo,4,1,0.0024449877750611247,0.24449877750611246
2a,2,1,0.0024449877750611247,0.24449877750611246
2ao,3,1,0.0024449877750611247,0.24449877750611246
2aoo,4,1,0.0024449877750611247,0.24449877750611246
oppp,4,1,0.0024449877750611247,0.24449877750611246
qton,4,1,0.0024449877750611247,0.24449877750611246
5sp,3,1,0.0024449877750611247,0.24449877750611246
5spo,4,1,0.0024449877750611247,0.24449877750611246
otnn,4,2,0.004889975550122249,0.4889975550122249
tnnr,4,1,0.0024449877750611247,0.24449877750611246
5sop,4,1,0.0024449877750611247,0.24449877750611246
5ssp,4,1,0.0024449877750611247,0.24449877750611246
sspo,4,1,0.0024449877750611247,0.24449877750611246
qd,2,1,0.0024449877750611247,0.24449877750611246
nqd,3,1,0.0024449877750611247,0.24449877750611246
rnqd,4,1,0.0024449877750611247,0.24449877750611246
qqtr,4,1,0.0024449877750611247,0.24449877750611246
qtq,3,1,0.0024449877750611247,0.24449877750611246
qop,3,1,0.0024449877750611247,0.24449877750611246
rqtq,4,1,0.0024449877750611247,0.24449877750611246
qtqo,4,1,0.0024449877750611247,0.24449877750611246
tqop,4,1,0.0024449877750611247,0.24449877750611246
qopo,4,1,0.0024449877750611247,0.24449877750611246
1tq,3,2,0.004889975550122249,0.4889975550122249
1tqo,4,1,0.0024449877750611247,0.24449877750611246
nts,3,1,0.0024449877750611247,0.24449877750611246
stq,3,1,0.0024449877750611247,0.24449877750611246
rnts,4,1,0.0024449877750611247,0.24449877750611246
ntst,4,1,0.0024449877750611247,0.24449877750611246
tstq,4,1,0.0024449877750611247,0.24449877750611246
stqo,4,1,0.0024449877750611247,0.24449877750611246
atr,3,2,0.004889975550122249,0.4889975550122249
6ora,4,1,0.0024449877750611247,0.24449877750611246
orat,4,2,0.004889975550122249,0.4889975550122249
ratr,4,2,0.004889975550122249,0.4889975550122249
atrn,4,2,0.004889975550122249,0.4889975550122249
6tr,3,1,0.0024449877750611247,0.24449877750611246
6tra,4,1,0.0024449877750611247,0.24449877750611246
aotr,4,1,0.0024449877750611247,0.24449877750611246
orro,4,1,0.0024449877750611247,0.24449877750611246
qra,3,1,0.0024449877750611247,0.24449877750611246
rar,3,1,0.0024449877750611247,0.24449877750611246
1tqr,4,1,0.0024449877750611247,0.24449877750611246
tqra,4,1,0.0024449877750611247,0.24449877750611246
qrar,4,1,0.0024449877750611247,0.24449877750611246
rarn,4,1,0.0024449877750611247,0.24449877750611246
trnp,4,1,0.0024449877750611247,0.24449877750611246
ortn,4,1,0.0024449877750611247,0.24449877750611246
n1,2,1,0.0024449877750611247,0.24449877750611246
rn1,3,1,0.0024449877750611247,0.24449877750611246
n1t,3,1,0.0024449877750611247,0.24449877750611246
rn1t,4,1,0.0024449877750611247,0.24449877750611246
n1tp,4,1,0.0024449877750611247,0.24449877750611246
